Heart Rate (bpm),Acceleration_X (m/s^2),Acceleration_Y (m/s^2),Acceleration_Z (m/s^2),Water Pressure (bar),Label
81,0.019555197,0.019414024,-0.010058417,1.263595158,0
101,0.007475933,0.041432975,-0.003091726,0.937759865,0
58,5.3982E-05,-0.002998919,-0.003266501,3.860044128,1
89,0.012402859,0.040283162,-0.015198938,1.25510034,0
52,0.004249973,-0.003094929,0.002441791,2.245651915,1
85,0.020893354,-0.008427828,-0.004370157,0.856392239,0
102,0.030108389,0.008256898,-0.009735435,1.287590922,0
98,0.008765017,0.038321434,-0.009177869,1.268125602,0
116,0.026813196,0.024256499,-0.00961728,1.234554774,0
91,0.019262291,0.036287021,-0.010642984,0.928798434,0
102,0.004795137,0.037670207,-0.007881035,1.016494428,0
107,0.011933068,0.05715567,-0.010873585,1.08735519,0
94,0.033428218,0.048319997,-0.009507439,1.364519426,0
93,0.033030284,0.009680844,-0.003793652,1.307437788,0
54,0.003265326,-0.00171695,0.007758554,3.115675658,1
127,-0.003040834,0.004914048,-0.002905216,3.249098509,1
110,0.025472457,0.018187033,-0.010818119,1.639476709,0
57,0.005685738,-0.000605272,-0.001919832,3.333990951,1
88,0.020347408,0.060250411,-0.010759546,1.600346014,0
42,-0.002672055,-0.001946391,0.006339692,3.210166143,1
136,-0.00142685,0.001605701,0.002634988,3.24709841,1
84,0.032181079,0.021961568,-0.005105581,1.424793288,0
85,0.022735535,0.008150674,-0.009005044,0.916163601,0
139,-0.00652269,-0.001449965,0.007481858,2.715089353,1
139,0.003730166,-0.001653411,0.000649666,3.276462008,1
93,0.032546482,0.016025813,-0.014838074,1.312653073,0
93,0.035667241,0.028775516,-0.009167,1.394448988,0
159,0.002705598,0.006816933,-0.004098394,3.08797319,1
148,0.004452889,0.006029528,-0.006042559,2.952373241,1
48,-0.004291988,-0.003928008,0.0077311,2.831058335,1
145,-0.004785754,-0.002040881,-0.00549284,3.065366739,1
79,0.01612067,0.029294831,-0.009668976,1.141165462,0
43,-0.001759197,-0.000965914,0.00054728,2.583925559,1
136,0.003675649,-0.002057503,0.001808997,2.738496306,1
98,0.012555554,0.032828459,-0.010436414,1.275528628,0
99,0.021684919,0.031447611,-0.009455881,1.218110089,0
51,-0.008372333,0.008048723,-0.007655149,2.288368053,1
76,0.016140485,-0.000240284,-0.01025416,1.404427937,0
93,0.008785673,0.045391589,-0.002921866,1.341465942,0
83,0.011155402,0.051094649,-0.010537303,1.425263414,0
129,-0.004636439,-0.002582128,-0.004034081,2.648350732,1
84,0.003345492,0.031918877,-0.004039504,1.223759267,0
51,0.000650322,0.003092935,0.002894333,2.986288614,1
100,0.029693854,0.025255406,-0.00780405,1.101761403,0
128,-0.000755048,0.003979598,-0.000523953,2.810968341,1
84,0.003044405,0.034931472,-0.00096302,1.221858393,0
92,0.016763456,0.04756208,-0.013506245,0.798535195,0
106,0.035142633,0.013197767,-0.008424495,1.161673664,0
129,-0.002470684,0.001303463,-0.009840815,2.890276874,1
93,0.020212296,0.042972043,-0.008878175,1.078665461,0
94,0.030216462,0.06622413,-0.010747091,1.074498723,0
92,0.000551616,0.047553644,-0.010675104,1.034537506,0
95,0.022900002,0.008142217,-0.011896949,1.095909151,0
99,0.022507222,-4.8058E-05,-0.014877914,0.916446542,0
120,0.001051919,0.003140598,0.006007671,3.084900726,1
92,0.019595323,0.043579309,-0.012922822,1.133930538,0
83,0.017951844,0.040226114,-0.011995005,1.26826676,0
108,0.030775185,0.010930488,-0.013449323,1.147192751,0
123,0.002168472,0.004461868,-0.002241594,1.959823456,1
87,0.023739876,-0.003313774,-0.012850034,1.146299983,0
144,-0.004418889,-0.00557438,0.004431549,2.553907745,1
51,-0.002350647,0.00473188,-0.001922895,4.202576362,1
90,0.033464912,0.024424475,-0.012254647,1.241047553,0
114,0.036007705,0.037226264,-0.013729849,1.497562998,0
152,-0.003837687,-0.006285247,0.004734755,3.349685146,1
97,0.028392409,0.041347744,-0.006897922,1.246898788,0
137,0.000125784,0.004575018,-0.000268661,3.050155021,1
85,0.015611899,0.02437677,-0.010834122,1.204643292,0
89,0.024220437,0.037770568,-0.011353181,1.067592828,0
86,0.013104021,0.030226581,-0.015627534,1.446277594,0
135,0.000842302,-0.008105016,0.007547866,2.882884828,1
49,0.007459041,-0.001891244,0.007954573,4.336214167,1
95,0.02109345,0.036867019,-0.009682308,0.934693977,0
87,0.028853439,0.050941254,-0.005991805,1.234279263,0
85,0.016998057,0.050914436,-0.006999304,1.402948301,0
51,0.001141202,-0.00067124,0.001150815,2.21953152,1
51,-0.000521419,-0.002806331,-0.013968584,2.402250665,1
139,0.003102128,-0.00800271,-0.002271213,3.313122082,1
83,0.031392665,-0.011344963,-0.009357318,1.112725609,0
159,0.011828074,-0.002000009,0.000353125,2.887799385,1
50,-0.00559472,0.00193148,0.000366526,3.174752803,1
109,0.032047818,0.027562512,-0.01186845,1.383557071,0
136,0.003666329,-0.001733594,0.007230971,2.639463651,1
55,-0.002345686,-0.003514936,0.002957677,2.560772748,1
97,0.013968934,0.017719178,-0.00360498,1.087493993,0
136,0.006787712,-0.001812299,0.003465081,3.28407619,1
150,0.002382091,0.011330332,0.00268803,3.645005076,1
50,0.002095417,0.010965823,-0.005288987,3.718925529,1
48,0.000193287,8.26418E-05,0.000217141,4.068012388,1
135,0.001987719,0.003873311,8.26226E-05,2.574721585,1
153,-0.002721514,0.004028697,-0.008159532,3.198785047,1
98,0.033717411,0.032481118,-0.007511849,1.024437051,0
95,0.011814297,0.036821702,-0.016044993,1.226141526,0
108,0.00543793,0.024275984,-0.006298014,1.148255792,0
128,0.00340685,0.003315749,1.22138E-05,3.550915635,1
92,0.010549401,0.019918696,-0.016407191,1.219848113,0
82,0.017844095,0.050082496,-0.011208249,0.973063597,0
49,-0.005633968,0.001334659,0.000477746,2.896578384,1
46,0.006689687,-0.003720909,-0.004088028,3.306552379,1
92,-0.000349725,0.030119256,-0.002666218,1.540558006,0
111,-0.001963434,0.007352779,-0.002243858,1.430780573,0
49,-0.009175943,-0.001431418,-0.00478561,3.781002521,1
145,0.002129394,0.003808034,-0.001209587,3.249099464,1
88,0.029699833,0.015280046,-0.004490963,1.191634395,0
86,0.021380757,0.022065291,-0.010212214,1.235503488,0
98,0.031791921,-0.000396227,-0.016011792,1.219034246,0
48,0.003003488,0.004499368,0.004591088,3.15527957,1
136,0.001924465,-4.9949E-06,0.007711551,2.3103345,1
143,-0.001517386,0.003518526,-0.000965565,2.937024685,1
49,-0.000535135,0.006021321,-0.008686411,3.158389828,1
150,0.011816968,0.007210251,0.004881766,2.681976911,1
103,0.024205546,0.04613843,-0.01080966,1.418553377,0
61,0.005884805,0.003054885,-0.001939965,2.825829605,1
81,0.00828918,0.004568181,-0.000748785,0.960635108,0
87,0.038777572,0.051626106,-0.006761251,1.243764562,0
101,0.035347568,0.020382291,-0.015248973,1.262963928,0
48,-0.00686844,0.004236299,0.003826521,3.282760337,1
140,0.002956984,0.009515717,0.007453695,2.880734419,1
79,0.014342217,0.015950965,-0.010219256,0.786950204,0
173,0.005983602,-0.003194726,0.00065021,2.818352607,1
54,0.001722919,0.003480933,-0.0089671,2.594972132,1
92,0.023147254,0.032724087,-0.002359672,1.122958263,0
91,0.006603481,0.021586539,-0.016587012,1.334038819,0
79,0.013098503,0.027079825,-0.000508125,1.37401357,0
92,0.029336106,0.066061085,-0.005878118,0.95414468,0
100,0.013305838,0.041161332,-0.012484384,0.983627081,0
50,-3.04583E-05,0.003616066,-0.002885608,4.0415433,1
55,0.004107185,-0.000435716,-0.001899303,3.31484129,1
99,0.007989055,0.037197458,-0.010747769,1.186623195,0
88,0.024950474,0.000217183,-0.017404681,0.996992626,0
146,0.004081667,0.002710211,0.005672528,2.796517124,1
99,0.021607861,0.016481748,-0.013163842,1.1066756,0
104,0.037656268,0.017018947,-0.008960525,1.380118692,0
46,-0.001000993,-0.006491852,-0.009883075,3.131166515,1
158,0.001995644,0.011634993,-0.009315529,2.705439867,1
137,-0.000852846,0.009285195,-0.0088084,3.184063407,1
108,0.03494644,0.014311038,-0.013784311,1.428277127,0
99,0.01218473,0.016970942,-0.013367738,1.651842527,0
43,-0.000807075,-0.001418016,0.002901236,3.191197435,1
100,0.022373603,0.010261115,-0.001169959,1.191985826,0
43,0.005064945,-0.004349233,0.007737334,3.391730537,1
105,0.006998487,0.016776497,-0.012352721,1.03954379,0
92,0.010943806,0.042786282,-0.017348286,1.115222354,0
97,0.033941399,0.054319762,-0.005688644,1.161716946,0
87,0.017369999,0.029026872,-0.004987306,1.385494207,0
125,0.005416165,0.000619354,0.003798164,2.779252308,1
106,0.000882994,0.017255574,-0.009764905,0.806269095,0
92,0.025175207,0.041411919,-0.013200513,1.425126368,0
133,-0.009846649,-0.006305125,-0.008112063,2.67293407,1
48,-0.0071654,-0.002689213,2.6679E-05,3.044097987,1
52,0.000272564,0.001470463,-0.002802209,3.439204375,1
145,0.002001677,0.008337303,-0.001513896,3.959409648,1
47,-0.001721667,-0.001752634,-0.003736779,3.865210238,1
90,0.019234946,0.012995304,-0.011564594,1.455280242,0
78,0.021121954,0.053313573,-0.009533846,1.426056508,0
56,0.001050212,-0.000898013,0.001137285,2.711768117,1
93,0.023330295,0.029668952,-0.013158165,1.085141856,0
92,0.02147221,0.033290972,-0.012987743,0.883124399,0
86,0.010100783,0.006536533,-0.007455742,1.113835165,0
166,-0.00255572,0.006685982,-0.001590986,3.04323998,1
90,0.027235831,0.034112279,-0.005497478,1.442973347,0
114,0.020970715,0.038823337,-0.010191514,1.32613036,0
49,-0.006021698,-0.000419205,0.000388028,3.736865787,1
84,0.021968068,0.036248529,-0.008320131,1.355825917,0
51,-0.000634307,-0.000775079,0.00146949,2.995281025,1
100,0.019001673,0.062351017,-0.011622468,1.250543337,0
105,0.014175121,0.021628419,-0.011059357,1.052238853,0
79,0.026912855,0.030547263,-0.014787572,1.552251029,0
79,0.010082501,0.022522258,-0.011463088,1.381639654,0
45,0.002487408,0.001268151,-0.003243859,1.793004689,1
91,0.008764843,0.024413804,-0.009535771,1.240481246,0
143,0.009988416,-0.001497096,0.00033836,2.716927641,1
48,-0.003093098,0.005669338,0.002992191,3.235335827,1
80,0.028654679,0.031748612,-0.006616972,1.040381311,0
74,0.017437534,0.021970954,-0.02108117,1.008966977,0
95,0.030604084,-0.006346296,-0.001719093,1.428708591,0
139,0.002739068,-0.000353438,-0.010321318,2.121689928,1
50,-0.00317608,0.0030724,0.001364415,2.716501848,1
117,0.002809851,0.003698443,0.004517901,3.933063841,1
116,0.010619627,0.043930251,-0.003741956,1.25111003,0
77,0.023970959,0.016852209,-0.005433356,1.175599505,0
102,0.02042941,0.026535339,-0.010885945,1.352821707,0
107,0.011298196,0.051284578,-0.012935449,1.094186267,0
51,-0.001723099,0.003925175,-0.010109082,2.9422901,1
89,0.037303471,0.03949475,0.000839873,1.266734966,0
107,0.010145934,0.030760313,-0.008387896,1.237292171,0
94,0.034786295,0.027704835,-0.010169776,1.249011236,0
54,-0.011245861,-0.006751294,-0.003552139,3.091831834,1
53,-0.005230698,0.007820907,-0.00638606,2.879579056,1
129,-0.000783528,0.005826378,-0.001901204,3.085373612,1
135,-0.000120701,-0.002786815,-0.000927943,2.577863043,1
43,0.002199679,-0.008748608,-0.010447225,3.016194332,1
92,0.005789377,0.042142995,-0.013795178,1.450684267,0
93,0.000363322,0.030298921,-0.009995724,1.036643229,0
103,0.004400288,0.029655443,-0.011898484,1.117577008,0
87,0.025705613,0.039399412,-0.01623199,0.981966859,0
158,-0.00681518,0.004130651,-0.002012049,2.459717479,1
132,0.001837253,-0.002379387,0.004605748,3.82250018,1
89,0.018188393,0.044871584,-0.011296621,1.166093492,0
49,-0.001333217,0.002873027,0.004468133,2.592960657,1
77,0.022037283,0.05954639,-0.006930949,1.15396762,0
99,0.020302979,0.026768553,-0.014891023,1.503150325,0
144,0.001306508,-0.006518489,-0.004834669,2.092283507,1
52,0.001552169,0.003820121,-0.000274685,3.205594973,1
82,0.004417743,0.049782309,-0.01993258,1.367445184,0
91,0.020644471,0.029819065,-0.008622339,1.31228737,0
168,-0.009414,0.005558468,0.00441719,2.901616272,1
46,-0.008253245,0.001019878,0.002691256,3.238340025,1
124,0.004772822,-0.003603156,-0.008796722,2.538810955,1
141,0.004913488,0.000358982,0.004041355,3.316282608,1
93,0.011433636,0.054339798,-0.001934772,1.331187036,0
106,0.027506596,0.02181002,-0.01286491,1.138548265,0
135,-0.001005892,-0.00112526,0.004542753,3.180379183,1
144,-0.007595768,0.011427278,-0.001541292,2.949970945,1
47,0.00575774,-0.002822271,0.009920979,3.828914531,1
143,0.007595974,-0.003221503,-0.003327118,2.854791598,1
89,0.026304017,0.019215014,-0.01344999,1.195392416,0
109,0.001082133,0.062364975,-0.01209156,1.167143576,0
126,-0.002977363,0.000713676,0.00468404,2.750814169,1
93,0.025039008,0.017741789,-0.00826375,1.340667854,0
56,-0.00285704,0.006204194,-0.006842435,3.299646707,1
99,0.003339207,0.022808328,-0.021329943,1.134699676,0
101,0.014841233,0.078396888,-0.005429299,1.441814374,0
154,-0.009472502,-0.007450944,0.004363519,3.64848092,1
130,0.012215955,0.044188016,-0.009294057,1.207691076,0
46,-0.00539474,0.003238681,0.00206557,2.41534693,1
99,0.02400276,0.027185069,-0.000978654,1.248276546,0
152,0.006466278,0.008726566,0.00171374,3.352498778,1
132,0.004440152,-0.005072873,-0.00065983,1.868689622,1
138,0.005820582,0.002365474,-0.003760133,3.147539462,1
149,0.003797957,0.007398033,-0.000364678,1.819748521,1
87,0.035093259,0.020605744,-0.005822972,0.925199082,0
84,0.004069588,0.012175931,-0.00942959,1.521001891,0
88,0.028309734,0.034509582,-0.013523026,0.969135953,0
44,-0.000563533,-0.004905684,-0.002363377,3.118445866,1
46,-0.011555239,-0.003221283,0.002138076,2.563006805,1
100,0.026274564,0.036719425,0.002444631,1.774970928,0
137,-0.003974968,0.004359914,-0.007534144,3.773316412,1
53,0.003179935,0.000991988,0.005361641,3.02992075,1
151,-0.005247826,0.004337228,0.000178654,3.648988254,1
131,-0.000425843,-0.003132809,0.000783228,3.493952992,1
93,0.017770378,0.022905015,-0.006730542,1.123005671,0
53,0.00460731,-0.008585296,0.003062528,2.911873599,1
54,-0.001411345,-0.000961072,-0.001063458,2.498002295,1
97,0.017283063,0.009190394,-0.019233154,1.102899427,0
57,-0.000242825,-0.002937286,-0.007503674,3.032204567,1
102,0.037692665,0.020730555,-0.005170337,0.953535606,0
51,0.002115677,-0.003350426,0.000271873,2.673009728,1
146,-0.003541645,7.93961E-05,-0.006916355,3.567750056,1
80,0.001621324,0.038641816,-0.006720126,1.23163032,0
151,0.003191989,-0.005449265,-0.000160199,3.198891084,1
137,0.001477913,0.005542258,0.004385105,2.522466378,1
90,0.00833795,0.03659225,-0.002042198,1.323217849,0
48,0.0043643,0.0048583,0.012712366,3.364336568,1
88,0.043243792,0.016477931,-0.015282007,1.087301012,0
89,0.027867468,0.028149476,-0.013567,0.6814741,0
84,0.031536837,0.033252789,-0.01477285,1.101682912,0
116,0.018433084,0.03654303,-0.004742898,1.019018124,0
136,-0.00020928,0.000718798,-0.01020205,2.946703184,1
94,0.021491416,0.032103682,-0.013451917,1.142809211,0
102,0.006254318,0.033373434,-0.009422802,1.687709293,0
97,0.014165138,0.02798172,-0.012499419,1.245747829,0
46,0.001520101,0.002525295,0.004489458,3.310373655,1
51,-0.007189297,-0.005953116,0.000326862,3.263690073,1
99,0.023942195,-0.000180037,-0.005062358,1.46204404,0
48,-0.008763889,-0.003456531,0.002612035,3.26488528,1
52,-0.003268467,-0.007301588,0.007366764,3.347872012,1
44,0.006405395,-0.000784844,-0.002178255,2.836764684,1
146,-0.008889762,-0.010163252,0.006632217,2.328079358,1
141,0.000212596,-0.002312375,-0.004915804,1.664545353,1
80,0.034033491,0.037524955,-0.016416792,0.967768136,0
114,0.025104126,0.047639644,-0.006677488,0.793750816,0
137,0.005307918,0.00818574,0.006781154,2.706288535,1
99,0.018455354,0.010063816,-0.006721592,1.105443545,0
101,0.024192473,0.004882653,-0.009703231,1.274828787,0
85,0.029587372,0.037880314,-0.00509254,1.060589188,0
97,0.030323532,0.032501277,-0.020634395,1.136164852,0
104,0.011925816,0.03752474,-0.011106778,1.289610344,0
54,-0.001924397,-0.003321384,-0.000745127,2.255249495,1
88,0.025538383,0.033737278,-0.013561114,1.179580204,0
64,-0.005964231,-0.003740529,0.002185977,3.115610671,1
46,-0.001831352,0.016322284,-0.009182403,3.126608626,1
41,0.003404286,-0.01181102,-0.003007797,2.823909687,1
90,0.020210843,0.058579149,-0.019703645,1.344672591,0
108,0.025750173,0.016801651,-0.010156401,1.1797111,0
137,6.52867E-05,-0.003449688,0.003032927,2.899856998,1
51,0.005900449,0.001843751,0.000463472,2.522773286,1
91,0.034839236,0.023917336,-0.008822766,1.600560896,0
79,0.01712664,0.046067365,-0.010832172,1.358290284,0
46,0.004372889,0.015282036,-0.001274396,3.746088882,1
42,-0.001632277,0.001879572,0.005772567,4.230536832,1
153,0.004148004,-6.6643E-05,0.001326681,3.731043893,1
106,0.029949952,0.035889669,-0.005542113,1.112448974,0
100,0.027880338,0.040613417,-0.0123407,1.07855194,0
99,-0.000590556,0.050771221,0.004152628,1.268678339,0
144,-0.000555624,0.001119025,0.003008163,3.143194405,1
96,0.017864343,0.025569429,-0.007454532,1.311372812,0
45,0.002968663,-0.003011783,0.001260761,2.731539668,1
92,0.024469152,0.035158309,-0.015411367,1.115822841,0
46,0.001287238,0.01109413,-0.007196977,3.586045885,1
142,-0.004721916,-0.000219946,-0.001974923,3.615542242,1
148,-0.000321455,0.001350061,0.007358117,2.946897463,1
95,0.018044812,0.038277041,-0.007715641,1.431102251,0
41,-0.008739172,-0.006714821,-0.006466876,3.347470366,1
144,-0.001417126,-0.003467509,0.003138108,2.04430774,1
146,0.002669626,0.003815809,0.00049047,2.242243232,1
139,0.001174268,0.009272008,0.004830951,2.80433373,1
89,0.037666289,0.039005567,-0.006374591,1.015236808,0
142,0.006674513,-0.004483517,-0.000760221,3.641212127,1
52,0.004440326,-0.004439187,0.004178302,3.000194579,1
139,0.00192925,0.007920133,0.00198828,3.186151525,1
139,0.002141241,-0.004404823,-0.000162248,3.157257249,1
49,-0.005996531,-0.002118393,0.001159889,3.231502123,1
49,-0.004238421,-0.008218067,-0.001848081,3.055657087,1
51,-0.003022573,-0.011010404,0.001551934,2.892866503,1
84,0.040039166,0.031846605,-0.017412494,1.265289553,0
104,0.03401779,0.052527234,-0.008353412,1.081910377,0
132,-0.005655589,-0.000526609,0.00345612,3.453534013,1
82,0.011512689,0.027017833,-0.013433706,1.313114605,0
44,0.002417006,0.004279813,0.002891821,2.512426972,1
146,-0.003982696,0.002836157,-0.007150207,2.198017284,1
135,-0.002573723,-0.001438937,-0.004439783,4.073376651,1
148,0.010918098,-0.002013514,-0.001010917,3.254010877,1
47,0.008783657,-0.004681626,-0.004519276,2.474939829,1
90,0.021559698,0.030194991,-0.010214892,1.162623983,0
103,0.021041883,0.033820103,-0.008579542,1.366547626,0
116,-0.002100408,0.014484808,-0.01033077,1.040257541,0
51,-0.008365809,0.004646402,0.00257205,2.960184392,1
93,0.045352717,0.035097207,-0.002783837,1.199796246,0
100,0.029540169,0.042188228,-0.010544735,1.245948033,0
142,-0.003648807,0.007037833,0.006296586,2.858207966,1
133,0.00373977,0.004465684,0.005424954,3.579444773,1
92,0.021340661,0.018831154,-0.005994443,1.532158564,0
96,0.036903358,0.045676656,-0.012517371,1.274442777,0
52,0.002773854,0.006222983,-0.005393234,3.738387097,1
92,0.039153713,0.024995504,-0.012122478,1.463499978,0
51,1.62993E-05,0.002898228,-0.0079892,3.401250479,1
92,0.014792127,0.010974303,-0.005314735,0.726755899,0
50,-0.000953754,0.004239934,0.004991927,2.952055463,1
152,0.013714266,0.001799739,0.002217464,2.160122196,1
129,0.006081895,0.003303695,0.005534932,1.913828407,1
74,0.04506313,0.017798842,-0.012042904,1.031199364,0
82,0.010487278,0.017771981,-0.005716206,1.103769242,0
96,0.015424569,0.058100558,-0.010380908,0.98567529,0
110,-0.001183154,0.017231529,-0.008271,0.988303765,0
140,-0.007438789,0.000427252,0.005423423,2.765151319,1
99,0.016950216,0.050887894,-0.001005058,1.220834607,0
76,0.015864707,0.029589011,-0.021235525,1.187118281,0
52,0.007325548,0.006279112,0.007939778,2.529271956,1
55,-0.003618424,0.000876199,-0.00897263,2.991563617,1
101,0.010752904,0.042348117,-0.015785072,1.198081253,0
87,0.016919114,0.027610221,-0.010712377,1.061139326,0
40,-0.00080865,-0.005960854,0.003475448,2.427227381,1
122,-0.006179187,0.002997842,-0.00492645,2.48508223,1
80,0.039603464,0.035834758,-0.002488816,1.209373289,0
70,0.008321887,0.04237045,-0.00065677,0.971756122,0
92,0.002686428,0.020563928,-0.000280849,0.997297451,0
45,-0.005041128,-0.001845718,-0.000201867,3.192949421,1
152,-0.003949829,-0.004085081,-0.004917778,2.455023419,1
99,0.00608784,0.050194619,-0.009678082,1.152368677,0
112,0.034333742,0.017559544,-0.006954209,1.125721516,0
84,0.014192023,0.0138936,-0.010842202,1.519575118,0
91,0.028100335,0.012148304,-0.009006801,1.0850943,0
96,0.022871026,0.044576421,-0.012829023,1.465277479,0
151,-0.010906278,-0.006481373,-0.000426665,3.528842842,1
43,-0.000289009,-0.008727148,-0.003781492,3.054020803,1
89,0.021750102,0.029638463,-0.008518418,1.264793944,0
146,0.004628902,0.005239183,-0.000591763,2.112025271,1
95,0.031841206,0.017712493,-0.000526014,1.324963353,0
92,0.013940896,0.024704464,-0.009409406,1.292226594,0
135,0.002403205,-0.003884634,-0.00721807,2.840407759,1
56,-0.002857001,3.15504E-06,0.002481772,2.458869381,1
45,-0.009634849,-0.010532207,-0.00703395,3.152061131,1
136,-0.003625614,-0.000952322,-0.002144021,3.142018253,1
87,0.017441743,0.049690102,-0.007918302,1.085604567,0
99,-0.0037105,0.02902592,-0.003761467,0.966157347,0
95,0.018546051,0.039318051,-0.013699321,1.27302134,0
57,-0.00510853,-0.000243176,0.002824836,3.204524261,1
122,-0.003852066,0.000381617,0.005848684,3.344172837,1
90,0.025446237,0.021023638,-0.015852417,1.025543691,0
52,-0.001973595,-0.009218113,-0.001103166,2.853441124,1
147,-0.001784806,0.004494921,0.003709779,3.096690406,1
48,0.003392409,0.003112571,-0.002417411,2.888217359,1
143,-0.000968097,-0.000995303,-0.002398594,3.283887721,1
79,0.016862457,0.025797824,-0.012867463,1.424995936,0
139,0.003509748,0.002840276,0.008834547,2.975954381,1
76,0.022751436,0.037081331,-0.005556528,1.323433232,0
141,0.00085395,-0.006976838,0.001889305,2.745388586,1
46,-0.002629315,0.002533439,0.002216738,2.490217959,1
103,0.020804644,0.034069747,-0.015460399,1.373218271,0
95,0.024841419,0.028164824,-0.004579696,1.103665495,0
48,0.001094328,0.001606065,0.002453374,2.527570176,1
151,-0.002642144,0.006962964,0.009837221,2.797422524,1
94,0.006208856,0.031027275,-0.011005712,1.154221152,0
104,0.01064297,0.043543001,-0.006105155,1.130936056,0
49,-0.001464311,0.001224215,-0.004696659,3.933578066,1
151,0.001780656,-0.002282324,-0.006248985,2.556470436,1
85,0.028710863,0.02565614,-0.011009493,1.158382134,0
132,-0.002654484,-0.001135554,0.002935288,3.590420326,1
103,0.025747779,0.062461073,-0.010595875,1.304483537,0
46,-0.003110911,0.001241291,-0.007079507,3.103922354,1
53,0.004443415,-0.006879294,-0.001258323,3.071292954,1
105,0.006535537,0.025045074,-0.014620922,1.42043987,0
86,0.0173666,0.031291528,-0.008435358,1.081841283,0
52,-0.005176584,-0.000928436,-0.004796445,2.927061009,1
143,0.001882685,0.001199418,-0.000291905,3.695153449,1
52,-0.008401913,0.000328478,-0.005003366,3.667641235,1
82,0.008360146,0.050817864,0.000674904,1.322859521,0
84,0.017446961,0.048367528,-0.003446176,1.262717104,0
112,0.031703678,0.044944172,-0.01764788,1.139230083,0
106,0.023438508,0.011949739,-0.003666062,0.989647469,0
97,0.018710306,0.04772854,-0.008453984,1.052697529,0
150,0.010978593,0.006813074,0.002905046,3.333689632,1
52,0.000441552,-0.008820268,0.001164005,2.473105755,1
154,-0.000457526,-0.004071058,-0.010804242,3.551163974,1
107,0.016141868,0.039600336,-0.014956886,1.055261829,0
99,0.032583276,0.02135696,-0.013173959,1.344200816,0
83,0.021715664,0.02454249,-0.006346209,1.48702595,0
50,0.001265386,-0.005530569,0.001021057,2.950282586,1
144,0.008538841,0.000251117,-0.004116799,3.055766902,1
86,0.017744725,0.023713499,-0.001344021,1.201172158,0
105,0.032027154,0.011498203,-0.01322072,1.201508906,0
93,0.019318663,0.035262042,-0.008798486,0.945484245,0
95,0.006161129,-0.003833803,-0.006072248,1.289762668,0
48,0.004744884,0.003695155,-0.002879233,2.817823728,1
90,0.026579937,0.031413858,-0.012794759,1.50705539,0
133,-0.003952847,0.007295962,0.001999648,3.099424518,1
52,0.006779844,0.008481649,-0.004239215,2.738764666,1
91,0.017232918,0.040489422,-0.009283924,0.938563457,0
51,-0.002076988,-0.001308156,0.001298044,2.633272115,1
113,0.034115071,0.031569287,-0.009266699,1.189138786,0
140,-0.000388502,-0.00095649,-0.009692064,3.314529856,1
79,0.023467121,0.004526965,-0.016645567,0.933314752,0
48,-0.005607862,0.004504606,0.002387522,2.664591134,1
85,0.016028948,0.043572859,-0.000705543,0.955177742,0
141,0.006114032,0.002006768,-0.001347069,2.741394758,1
94,0.036884154,0.002593496,-0.013083007,1.42240196,0
91,0.022912035,0.032211674,-0.009786421,1.494733238,0
126,-0.005517023,0.00031486,-0.001809011,3.203014123,1
100,0.030083049,0.028168,-0.006909793,1.424264804,0
103,0.004581508,0.057697019,-0.010562872,1.398129535,0
89,0.024464901,0.0131258,-0.020940248,0.968281564,0
98,0.015602114,0.020982266,-0.001254826,1.382184873,0
102,0.02895901,0.026432256,-0.011314722,1.015911185,0
52,-0.006913197,0.000805968,0.001399718,2.785665049,1
89,0.020577288,0.019790754,-0.010310462,1.219398642,0
139,-0.003651123,0.005405706,0.003982589,3.558523624,1
96,0.019036521,0.040507714,-0.006509114,1.225266782,0
103,0.018127447,0.025707898,-0.000314132,0.662763233,0
136,-0.001828666,-0.010968937,0.001647255,2.358463539,1
131,-0.004586728,0.004703751,0.004094243,2.317668906,1
93,0.022092886,0.017188351,-0.021719357,1.392080967,0
157,-0.005580081,0.001288265,0.003717552,3.554894245,1
90,0.014802424,0.04193316,-0.005764919,1.162795572,0
95,-0.000750782,0.045454501,-0.012927325,0.924755633,0
40,0.000526189,0.002864273,0.00309736,3.217173245,1
99,0.030525945,0.027826278,-0.008838314,1.224336602,0
95,0.02515448,0.023256927,-0.009687355,1.201879192,0
122,-0.0060077,-0.00619287,-0.001043114,2.883556422,1
91,0.006129372,0.033554172,-0.003369519,1.135523716,0
84,0.019592726,0.018484253,-0.016269812,1.226082147,0
56,-0.005902734,-0.003816129,-0.007448761,3.557613466,1
68,0.017598835,0.043673637,-0.014884853,1.182662916,0
51,-0.004900123,-0.010732758,-0.010250551,2.72427938,1
141,0.004408621,-0.00077524,0.009055107,4.114194642,1
117,-0.000399051,-0.004594026,0.000491169,2.685995593,1
150,-0.003198183,-0.014043686,0.003896197,2.505172466,1
88,0.015677557,0.019108754,-0.000149377,0.861406105,0
105,0.035175374,0.016626405,-0.01062492,1.453232917,0
136,-0.001501051,0.004377576,-0.000668674,2.626587747,1
47,0.00438829,-0.002013171,-0.00208531,2.279815226,1
73,0.013931781,0.035806443,-0.011563102,1.408513977,0
45,0.003138704,0.002694112,-0.001220032,3.011836802,1
130,0.004589831,0.002635416,0.001670063,2.078919391,1
101,0.024057017,0.02865635,-0.013865842,1.108423142,0
